touchpoint_id,anonymous_id,patient_id,channel,utm_medium,campaign,event_type,cost,event_at
tp_000954,anon_e72a7a6871aa,,facebook,paid_social,retargeting,click,3.31,2024-10-18 10:38:11
tp_000955,anon_e72a7a6871aa,pat_000322,instagram,paid_social,mental_health,signup,0.0,2024-10-24 19:21:42
tp_000956,anon_c7288bccdccf,,facebook,paid_social,retargeting,click,2.66,2024-10-12 09:13:08
tp_000957,anon_c7288bccdccf,,organic,organic,mental_health,visit,0.0,2024-10-17 13:04:34
tp_000958,anon_c7288bccdccf,,google,cpc,mental_health,click,3.88,2024-10-22 15:46:56
tp_000959,anon_c7288bccdccf,pat_000323,facebook,paid_social,brand,signup,0.0,2024-10-24 17:40:47
tp_000960,anon_1ddb460581c3,,email,email,mental_health,click,0.17,2024-10-13 18:50:43
tp_000961,anon_1ddb460581c3,pat_000324,email,email,brand,signup,0.0,2024-10-24 10:40:39
tp_000962,anon_561cc085d3e0,,instagram,paid_social,weight_mgmt,click,5.2,2024-10-10 18:54:06
tp_000963,anon_561cc085d3e0,,google,cpc,mental_health,click,4.87,2024-10-14 10:25:06
tp_000964,anon_561cc085d3e0,,organic,organic,brand,visit,0.0,2024-10-17 16:10:52
tp_000965,anon_561cc085d3e0,pat_000325,instagram,paid_social,weight_mgmt,signup,0.0,2024-10-24 12:37:12
tp_000966,anon_0d54429a9d85,,google,cpc,weight_mgmt,click,6.44,2024-10-19 19:48:33
tp_000967,anon_0d54429a9d85,pat_000326,google,cpc,weight_mgmt,signup,0.0,2024-10-24 18:47:03
tp_000968,anon_b636fd2377c7,,organic,organic,weight_mgmt,visit,0.0,2024-10-17 18:18:51
tp_000969,anon_b636fd2377c7,,google,cpc,weight_mgmt,click,5.03,2024-10-23 17:22:10
tp_000970,anon_b636fd2377c7,pat_000327,organic,organic,brand,signup,0.0,2024-10-24 18:31:24
tp_000971,anon_cda627f674c8,,instagram,paid_social,skin_health,click,3.62,2024-10-12 10:05:11
tp_000972,anon_cda627f674c8,pat_000328,instagram,paid_social,brand,signup,0.0,2024-10-24 08:32:33
tp_000973,anon_db474969a801,,instagram,paid_social,mental_health,click,2.76,2024-10-23 14:59:07
tp_000974,anon_db474969a801,pat_000329,instagram,paid_social,brand,signup,0.0,2024-10-24 13:15:24
tp_000975,anon_d4c273678e0c,,email,email,weight_mgmt,click,0.32,2024-10-21 09:37:55
tp_000976,anon_d4c273678e0c,,facebook,paid_social,brand,click,3.21,2024-10-22 14:53:00
tp_000977,anon_d4c273678e0c,,organic,organic,brand,visit,0.0,2024-10-23 10:53:48
tp_000978,anon_d4c273678e0c,pat_000330,email,email,retargeting,signup,0.0,2024-10-25 17:39:52
tp_000979,anon_ec8bf976d562,,facebook,paid_social,weight_mgmt,click,2.25,2024-10-15 09:28:38
tp_000980,anon_ec8bf976d562,pat_000331,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-25 10:09:27
tp_000981,anon_e1958f13ce05,,organic,organic,brand,visit,0.0,2024-10-12 15:10:21
tp_000982,anon_e1958f13ce05,,referral,referral,brand,visit,0.0,2024-10-17 15:10:02
tp_000983,anon_e1958f13ce05,pat_000332,organic,organic,mental_health,signup,0.0,2024-10-25 14:35:02
tp_000984,anon_cbaf17ca8c2d,,email,email,retargeting,click,0.2,2024-10-15 08:09:19
tp_000985,anon_cbaf17ca8c2d,,facebook,paid_social,retargeting,click,2.93,2024-10-20 16:15:28
tp_000986,anon_cbaf17ca8c2d,,google,cpc,weight_mgmt,click,4.43,2024-10-21 15:53:52
tp_000987,anon_cbaf17ca8c2d,pat_000333,email,email,brand,signup,0.0,2024-10-25 09:36:37
tp_000988,anon_6a07d5207f75,,google,cpc,weight_mgmt,click,3.16,2024-10-13 17:22:10
tp_000989,anon_6a07d5207f75,,organic,organic,brand,visit,0.0,2024-10-16 16:58:28
tp_000990,anon_6a07d5207f75,,referral,referral,retargeting,visit,0.0,2024-10-19 19:14:41
tp_000991,anon_6a07d5207f75,pat_000334,google,cpc,brand,signup,0.0,2024-10-25 19:20:14
tp_000992,anon_4877cba4ad4d,,google,cpc,retargeting,click,4.22,2024-10-14 12:21:30
tp_000993,anon_4877cba4ad4d,,organic,organic,mental_health,visit,0.0,2024-10-18 11:23:52
tp_000994,anon_4877cba4ad4d,,organic,organic,brand,visit,0.0,2024-10-20 12:17:36
tp_000995,anon_4877cba4ad4d,pat_000335,google,cpc,weight_mgmt,signup,0.0,2024-10-25 12:28:10
tp_000996,anon_8154d99796a8,,google,cpc,mental_health,click,4.36,2024-10-16 16:29:59
tp_000997,anon_8154d99796a8,,email,email,skin_health,click,0.3,2024-10-17 18:15:43
tp_000998,anon_8154d99796a8,,instagram,paid_social,skin_health,click,3.26,2024-10-18 16:15:22
tp_000999,anon_8154d99796a8,pat_000336,google,cpc,skin_health,signup,0.0,2024-10-25 18:40:58
tp_001000,anon_efda080a867e,,facebook,paid_social,retargeting,click,4.13,2024-10-17 14:57:34
tp_001001,anon_efda080a867e,,referral,referral,brand,visit,0.0,2024-10-18 13:06:13
tp_001002,anon_efda080a867e,,google,cpc,weight_mgmt,click,4.24,2024-10-20 14:44:04
tp_001003,anon_efda080a867e,pat_000337,facebook,paid_social,brand,signup,0.0,2024-10-25 17:44:53
tp_001004,anon_d2e0e0c9ed49,,facebook,paid_social,mental_health,click,3.53,2024-10-15 15:13:42
tp_001005,anon_d2e0e0c9ed49,,facebook,paid_social,skin_health,click,2.35,2024-10-22 12:21:37
tp_001006,anon_d2e0e0c9ed49,pat_000338,facebook,paid_social,brand,signup,0.0,2024-10-25 16:15:00
tp_001007,anon_2cfbad440588,,google,cpc,mental_health,click,5.46,2024-10-13 14:52:21
tp_001008,anon_2cfbad440588,pat_000339,google,cpc,retargeting,signup,0.0,2024-10-26 14:21:35
tp_001009,anon_a1fdbfdf7b99,,google,cpc,retargeting,click,6.03,2024-10-12 15:32:19
tp_001010,anon_a1fdbfdf7b99,,google,cpc,weight_mgmt,click,4.74,2024-10-15 17:03:57
tp_001011,anon_a1fdbfdf7b99,pat_000340,google,cpc,skin_health,signup,0.0,2024-10-26 13:48:19
tp_001012,anon_91dabfbbb3e7,,instagram,paid_social,brand,click,4.39,2024-10-13 18:25:32
tp_001013,anon_91dabfbbb3e7,pat_000341,instagram,paid_social,weight_mgmt,signup,0.0,2024-10-26 10:44:49
tp_001014,anon_ae8ccf0a2f92,,google,cpc,weight_mgmt,click,5.61,2024-10-19 11:08:15
tp_001015,anon_ae8ccf0a2f92,pat_000342,google,cpc,retargeting,signup,0.0,2024-10-26 13:24:01
tp_001016,anon_4eb8dee4de05,,google,cpc,brand,click,3.7,2024-10-22 17:47:58
tp_001017,anon_4eb8dee4de05,,email,email,brand,click,0.13,2024-10-24 18:26:50
tp_001018,anon_4eb8dee4de05,pat_000343,google,cpc,retargeting,signup,0.0,2024-10-26 12:05:09
tp_001019,anon_e87af3a69930,,instagram,paid_social,brand,click,4.59,2024-10-14 17:47:59
tp_001020,anon_e87af3a69930,,google,cpc,skin_health,click,5.15,2024-10-21 17:45:13
tp_001021,anon_e87af3a69930,pat_000344,instagram,paid_social,skin_health,signup,0.0,2024-10-26 15:18:30
tp_001022,anon_1330e340065c,,organic,organic,brand,visit,0.0,2024-10-13 15:04:05
tp_001023,anon_1330e340065c,,google,cpc,retargeting,click,6.82,2024-10-23 17:03:45
tp_001024,anon_1330e340065c,pat_000345,organic,organic,skin_health,signup,0.0,2024-10-26 19:37:10
tp_001025,anon_a7ed573539c0,,email,email,brand,click,0.24,2024-10-12 10:21:13
tp_001026,anon_a7ed573539c0,,google,cpc,weight_mgmt,click,3.2,2024-10-19 10:33:54
tp_001027,anon_a7ed573539c0,,email,email,skin_health,click,0.28,2024-10-21 11:15:33
tp_001028,anon_a7ed573539c0,pat_000346,email,email,brand,signup,0.0,2024-10-26 11:31:08
tp_001029,anon_0b8b931d8888,,referral,referral,mental_health,visit,0.0,2024-10-13 17:18:14
tp_001030,anon_0b8b931d8888,pat_000347,referral,referral,retargeting,signup,0.0,2024-10-26 10:02:14
tp_001031,anon_ddcf0f208b19,,instagram,paid_social,retargeting,click,4.54,2024-10-14 10:01:07
tp_001032,anon_ddcf0f208b19,,email,email,brand,click,0.13,2024-10-17 15:51:50
tp_001033,anon_ddcf0f208b19,,facebook,paid_social,brand,click,4.01,2024-10-24 11:03:36
tp_001034,anon_ddcf0f208b19,pat_000348,instagram,paid_social,brand,signup,0.0,2024-10-26 09:08:08
tp_001035,anon_acd7b0c7588c,,facebook,paid_social,weight_mgmt,click,2.61,2024-10-15 17:38:18
tp_001036,anon_acd7b0c7588c,,organic,organic,retargeting,visit,0.0,2024-10-25 14:28:03
tp_001037,anon_acd7b0c7588c,pat_000349,facebook,paid_social,retargeting,signup,0.0,2024-10-26 10:56:46
tp_001038,anon_e37ec48a2ee1,,facebook,paid_social,skin_health,click,4.6,2024-10-12 12:08:05
tp_001039,anon_e37ec48a2ee1,pat_000350,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-26 18:07:05
tp_001040,anon_040d7db9a023,,google,cpc,skin_health,click,3.05,2024-10-14 14:20:51
tp_001041,anon_040d7db9a023,,instagram,paid_social,retargeting,click,3.5,2024-10-20 12:27:58
tp_001042,anon_040d7db9a023,pat_000351,google,cpc,weight_mgmt,signup,0.0,2024-10-27 14:25:49
tp_001043,anon_ced0e2e2c459,,facebook,paid_social,weight_mgmt,click,2.06,2024-10-16 14:05:09
tp_001044,anon_ced0e2e2c459,,organic,organic,skin_health,visit,0.0,2024-10-22 16:52:18
tp_001045,anon_ced0e2e2c459,pat_000352,facebook,paid_social,retargeting,signup,0.0,2024-10-27 11:23:05
tp_001046,anon_e61de1a4c717,,google,cpc,brand,click,6.55,2024-10-14 17:54:57
tp_001047,anon_e61de1a4c717,,instagram,paid_social,skin_health,click,3.53,2024-10-19 14:14:46
tp_001048,anon_e61de1a4c717,,organic,organic,mental_health,visit,0.0,2024-10-23 09:29:47
tp_001049,anon_e61de1a4c717,pat_000353,google,cpc,skin_health,signup,0.0,2024-10-27 12:38:24
tp_001050,anon_f977c553bc73,,organic,organic,mental_health,visit,0.0,2024-10-16 19:33:23
tp_001051,anon_f977c553bc73,,organic,organic,skin_health,visit,0.0,2024-10-19 08:46:48
tp_001052,anon_f977c553bc73,,referral,referral,brand,visit,0.0,2024-10-21 18:11:54
tp_001053,anon_f977c553bc73,pat_000354,organic,organic,retargeting,signup,0.0,2024-10-27 08:01:20
tp_001054,anon_18ef9a58c13d,,instagram,paid_social,skin_health,click,2.51,2024-10-16 18:32:26
tp_001055,anon_18ef9a58c13d,,google,cpc,mental_health,click,6.27,2024-10-22 08:23:36
tp_001056,anon_18ef9a58c13d,pat_000355,instagram,paid_social,retargeting,signup,0.0,2024-10-27 15:29:45
tp_001057,anon_cf2e454ef5a1,,google,cpc,retargeting,click,5.11,2024-10-15 13:03:53
tp_001058,anon_cf2e454ef5a1,,referral,referral,retargeting,visit,0.0,2024-10-17 12:54:29
tp_001059,anon_cf2e454ef5a1,,organic,organic,mental_health,visit,0.0,2024-10-26 12:19:00
tp_001060,anon_cf2e454ef5a1,pat_000356,google,cpc,mental_health,signup,0.0,2024-10-27 17:47:14
tp_001061,anon_78d5610fc8c6,,referral,referral,brand,visit,0.0,2024-10-14 14:59:09
tp_001062,anon_78d5610fc8c6,,organic,organic,mental_health,visit,0.0,2024-10-18 08:38:21
tp_001063,anon_78d5610fc8c6,,google,cpc,weight_mgmt,click,5.36,2024-10-20 17:30:56
tp_001064,anon_78d5610fc8c6,pat_000357,referral,referral,brand,signup,0.0,2024-10-27 17:14:03
tp_001065,anon_bc36f0d3ff20,,facebook,paid_social,skin_health,click,3.15,2024-10-13 12:34:14
tp_001066,anon_bc36f0d3ff20,,google,cpc,brand,click,5.42,2024-10-20 19:20:08
tp_001067,anon_bc36f0d3ff20,,organic,organic,mental_health,visit,0.0,2024-10-23 19:35:40
tp_001068,anon_bc36f0d3ff20,pat_000358,facebook,paid_social,skin_health,signup,0.0,2024-10-27 08:25:19
tp_001069,anon_9107b0bed635,,organic,organic,retargeting,visit,0.0,2024-10-13 19:52:33
tp_001070,anon_9107b0bed635,,facebook,paid_social,skin_health,click,2.2,2024-10-23 12:53:18
tp_001071,anon_9107b0bed635,,email,email,brand,click,0.12,2024-10-24 17:00:23
tp_001072,anon_9107b0bed635,pat_000359,organic,organic,retargeting,signup,0.0,2024-10-27 12:57:13
tp_001073,anon_2590bf431a12,,facebook,paid_social,weight_mgmt,click,2.23,2024-10-15 13:02:36
tp_001074,anon_2590bf431a12,,instagram,paid_social,skin_health,click,2.2,2024-10-17 18:09:30
tp_001075,anon_2590bf431a12,,facebook,paid_social,skin_health,click,4.75,2024-10-19 18:27:19
tp_001076,anon_2590bf431a12,pat_000360,facebook,paid_social,skin_health,signup,0.0,2024-10-27 11:43:34
tp_001077,anon_2cd84db25c22,,google,cpc,retargeting,click,6.43,2024-10-20 08:56:22
tp_001078,anon_2cd84db25c22,pat_000361,google,cpc,brand,signup,0.0,2024-10-27 11:30:10
tp_001079,anon_7284f02c63af,,referral,referral,weight_mgmt,visit,0.0,2024-10-16 08:34:43
tp_001080,anon_7284f02c63af,,instagram,paid_social,weight_mgmt,click,3.47,2024-10-24 15:32:18
tp_001081,anon_7284f02c63af,,email,email,brand,click,0.23,2024-10-26 11:34:43
tp_001082,anon_7284f02c63af,pat_000362,referral,referral,skin_health,signup,0.0,2024-10-27 17:53:52
tp_001083,anon_69b0b74185a1,,referral,referral,brand,visit,0.0,2024-10-14 11:56:08
tp_001084,anon_69b0b74185a1,,instagram,paid_social,brand,click,2.76,2024-10-17 08:37:48
tp_001085,anon_69b0b74185a1,pat_000363,referral,referral,skin_health,signup,0.0,2024-10-27 11:07:30
tp_001086,anon_33a4c01fa6df,,facebook,paid_social,weight_mgmt,click,2.36,2024-10-16 08:27:15
tp_001087,anon_33a4c01fa6df,pat_000364,facebook,paid_social,mental_health,signup,0.0,2024-10-27 13:45:23
tp_001088,anon_b09db8fdd3c7,,facebook,paid_social,brand,click,3.16,2024-10-18 13:34:39
tp_001089,anon_b09db8fdd3c7,,google,cpc,brand,click,7.12,2024-10-24 10:38:03
tp_001090,anon_b09db8fdd3c7,,organic,organic,mental_health,visit,0.0,2024-10-25 10:23:54
tp_001091,anon_b09db8fdd3c7,pat_000365,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-27 14:33:48
tp_001092,anon_726ad5a2964f,,google,cpc,retargeting,click,6.55,2024-10-18 17:09:50
tp_001093,anon_726ad5a2964f,,google,cpc,brand,click,2.75,2024-10-19 09:57:01
tp_001094,anon_726ad5a2964f,,email,email,retargeting,click,0.28,2024-10-24 09:21:28
tp_001095,anon_726ad5a2964f,pat_000366,google,cpc,brand,signup,0.0,2024-10-28 13:45:35
tp_001096,anon_f72af79d8415,,email,email,weight_mgmt,click,0.25,2024-10-16 19:11:09
tp_001097,anon_f72af79d8415,,organic,organic,weight_mgmt,visit,0.0,2024-10-21 09:39:05
tp_001098,anon_f72af79d8415,,google,cpc,mental_health,click,2.78,2024-10-23 10:09:25
tp_001099,anon_f72af79d8415,pat_000367,email,email,mental_health,signup,0.0,2024-10-28 17:04:40
tp_001100,anon_c0ee8ecefc5c,,facebook,paid_social,retargeting,click,2.81,2024-10-22 10:01:25
tp_001101,anon_c0ee8ecefc5c,pat_000368,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-28 17:56:23
tp_001102,anon_3e1d080ac922,,facebook,paid_social,mental_health,click,2.26,2024-10-19 19:38:29
tp_001103,anon_3e1d080ac922,,google,cpc,retargeting,click,4.78,2024-10-26 12:08:02
tp_001104,anon_3e1d080ac922,pat_000369,facebook,paid_social,skin_health,signup,0.0,2024-10-28 08:20:36
tp_001105,anon_8387f527ffdc,,google,cpc,skin_health,click,3.62,2024-10-20 17:06:10
tp_001106,anon_8387f527ffdc,,facebook,paid_social,mental_health,click,2.95,2024-10-26 12:47:53
tp_001107,anon_8387f527ffdc,pat_000370,google,cpc,skin_health,signup,0.0,2024-10-28 17:40:36
tp_001108,anon_a4e15afcec44,,google,cpc,skin_health,click,4.03,2024-10-15 09:19:37
tp_001109,anon_a4e15afcec44,pat_000371,google,cpc,mental_health,signup,0.0,2024-10-28 17:09:41
tp_001110,anon_3a29d0b337c1,,organic,organic,weight_mgmt,visit,0.0,2024-10-19 13:27:57
tp_001111,anon_3a29d0b337c1,,referral,referral,skin_health,visit,0.0,2024-10-21 12:33:48
tp_001112,anon_3a29d0b337c1,,google,cpc,skin_health,click,5.64,2024-10-25 14:52:03
tp_001113,anon_3a29d0b337c1,pat_000372,organic,organic,weight_mgmt,signup,0.0,2024-10-28 10:37:05
tp_001114,anon_0805f090052d,,facebook,paid_social,weight_mgmt,click,2.45,2024-10-16 17:37:49
tp_001115,anon_0805f090052d,,facebook,paid_social,retargeting,click,4.31,2024-10-25 19:03:25
tp_001116,anon_0805f090052d,pat_000373,facebook,paid_social,brand,signup,0.0,2024-10-28 15:23:56
tp_001117,anon_da752e9a8edb,,google,cpc,mental_health,click,6.21,2024-10-17 12:17:01
tp_001118,anon_da752e9a8edb,,google,cpc,mental_health,click,6.25,2024-10-24 17:33:15
tp_001119,anon_da752e9a8edb,,referral,referral,retargeting,visit,0.0,2024-10-25 16:38:01
tp_001120,anon_da752e9a8edb,pat_000374,google,cpc,weight_mgmt,signup,0.0,2024-10-28 18:31:00
tp_001121,anon_bb4b093a914b,,email,email,retargeting,click,0.24,2024-10-20 16:26:07
tp_001122,anon_bb4b093a914b,,facebook,paid_social,mental_health,click,2.83,2024-10-27 10:53:26
tp_001123,anon_bb4b093a914b,pat_000375,email,email,skin_health,signup,0.0,2024-10-28 09:24:04
tp_001124,anon_b9f3b7429c3d,,facebook,paid_social,weight_mgmt,click,3.17,2024-10-14 11:45:16
tp_001125,anon_b9f3b7429c3d,pat_000376,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-28 09:05:08
tp_001126,anon_52ffe9692c14,,referral,referral,mental_health,visit,0.0,2024-10-24 15:47:55
tp_001127,anon_52ffe9692c14,pat_000377,referral,referral,brand,signup,0.0,2024-10-29 14:08:35
tp_001128,anon_41689a0bfda0,,facebook,paid_social,weight_mgmt,click,1.87,2024-10-18 15:21:52
tp_001129,anon_41689a0bfda0,,facebook,paid_social,brand,click,3.44,2024-10-21 10:28:09
tp_001130,anon_41689a0bfda0,pat_000378,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-29 11:20:19
tp_001131,anon_84a02bf26aa5,,facebook,paid_social,retargeting,click,4.08,2024-10-18 18:52:57
tp_001132,anon_84a02bf26aa5,,organic,organic,brand,visit,0.0,2024-10-20 11:44:11
tp_001133,anon_84a02bf26aa5,,instagram,paid_social,weight_mgmt,click,3.17,2024-10-22 11:04:46
tp_001134,anon_84a02bf26aa5,pat_000379,facebook,paid_social,retargeting,signup,0.0,2024-10-29 19:14:55
tp_001135,anon_ebd812b355be,,google,cpc,brand,click,5.83,2024-10-18 09:04:05
tp_001136,anon_ebd812b355be,,google,cpc,retargeting,click,4.6,2024-10-19 09:24:55
tp_001137,anon_ebd812b355be,,instagram,paid_social,skin_health,click,4.49,2024-10-24 16:03:38
tp_001138,anon_ebd812b355be,pat_000380,google,cpc,brand,signup,0.0,2024-10-29 15:24:41
tp_001139,anon_fa74c33c2d2d,,instagram,paid_social,weight_mgmt,click,4.78,2024-10-16 17:15:55
tp_001140,anon_fa74c33c2d2d,pat_000381,instagram,paid_social,retargeting,signup,0.0,2024-10-29 09:27:28
tp_001141,anon_799a38b2fbdf,,email,email,brand,click,0.23,2024-10-21 13:36:22
tp_001142,anon_799a38b2fbdf,,instagram,paid_social,weight_mgmt,click,3.52,2024-10-27 13:18:52
tp_001143,anon_799a38b2fbdf,pat_000382,email,email,weight_mgmt,signup,0.0,2024-10-29 08:32:59
tp_001144,anon_420538a3d5de,,google,cpc,mental_health,click,4.31,2024-10-17 18:17:45
tp_001145,anon_420538a3d5de,,instagram,paid_social,skin_health,click,3.67,2024-10-18 14:55:28
tp_001146,anon_420538a3d5de,,instagram,paid_social,brand,click,4.26,2024-10-19 17:48:18
tp_001147,anon_420538a3d5de,pat_000383,google,cpc,skin_health,signup,0.0,2024-10-29 11:27:22
tp_001148,anon_ac7c93a0814e,,email,email,brand,click,0.21,2024-10-16 17:48:29
tp_001149,anon_ac7c93a0814e,,google,cpc,skin_health,click,4.96,2024-10-25 08:06:05
tp_001150,anon_ac7c93a0814e,,facebook,paid_social,skin_health,click,4.66,2024-10-28 12:56:05
tp_001151,anon_ac7c93a0814e,pat_000384,email,email,weight_mgmt,signup,0.0,2024-10-29 10:04:24
tp_001152,anon_f49ea21d621f,,organic,organic,retargeting,visit,0.0,2024-10-17 08:01:36
tp_001153,anon_f49ea21d621f,,google,cpc,skin_health,click,6.19,2024-10-18 10:04:59
tp_001154,anon_f49ea21d621f,,facebook,paid_social,retargeting,click,4.73,2024-10-26 15:30:18
tp_001155,anon_f49ea21d621f,pat_000385,organic,organic,mental_health,signup,0.0,2024-10-29 08:46:27
tp_001156,anon_4ac113bf36da,,google,cpc,weight_mgmt,click,5.4,2024-10-22 15:32:52
tp_001157,anon_4ac113bf36da,pat_000386,google,cpc,retargeting,signup,0.0,2024-10-29 11:09:53
tp_001158,anon_78e79f419195,,instagram,paid_social,retargeting,click,5.48,2024-10-20 18:17:04
tp_001159,anon_78e79f419195,,google,cpc,skin_health,click,5.54,2024-10-26 09:37:00
tp_001160,anon_78e79f419195,pat_000387,instagram,paid_social,brand,signup,0.0,2024-10-29 15:37:36
tp_001161,anon_e9efd28a738c,,email,email,skin_health,click,0.2,2024-10-26 08:16:59
tp_001162,anon_e9efd28a738c,pat_000388,email,email,retargeting,signup,0.0,2024-10-29 08:36:08
tp_001163,anon_d2ae1a47ed47,,organic,organic,mental_health,visit,0.0,2024-10-18 11:58:29
tp_001164,anon_d2ae1a47ed47,pat_000389,organic,organic,mental_health,signup,0.0,2024-10-29 18:49:44
tp_001165,anon_33fcbf063f49,,google,cpc,mental_health,click,6.35,2024-10-26 19:58:26
tp_001166,anon_33fcbf063f49,pat_000390,google,cpc,weight_mgmt,signup,0.0,2024-10-29 13:25:46
tp_001167,anon_05423cb1f55a,,google,cpc,mental_health,click,5.26,2024-10-25 15:22:26
tp_001168,anon_05423cb1f55a,,organic,organic,brand,visit,0.0,2024-10-28 14:51:28
tp_001169,anon_05423cb1f55a,pat_000391,google,cpc,skin_health,signup,0.0,2024-10-29 08:00:50
tp_001170,anon_5e614f189121,,facebook,paid_social,skin_health,click,2.57,2024-10-23 09:26:27
tp_001171,anon_5e614f189121,pat_000392,facebook,paid_social,retargeting,signup,0.0,2024-10-29 16:00:10
tp_001172,anon_b857270b4953,,email,email,skin_health,click,0.28,2024-10-18 09:36:53
tp_001173,anon_b857270b4953,pat_000393,email,email,retargeting,signup,0.0,2024-10-30 12:49:50
tp_001174,anon_86f1e3ec5a6d,,organic,organic,weight_mgmt,visit,0.0,2024-10-26 18:59:24
tp_001175,anon_86f1e3ec5a6d,pat_000394,organic,organic,skin_health,signup,0.0,2024-10-30 11:52:19
tp_001176,anon_1bfa2427b204,,google,cpc,skin_health,click,6.91,2024-10-17 16:22:38
tp_001177,anon_1bfa2427b204,pat_000395,google,cpc,skin_health,signup,0.0,2024-10-30 19:14:16
tp_001178,anon_5863012c30e6,,instagram,paid_social,mental_health,click,4.38,2024-10-18 08:51:02
tp_001179,anon_5863012c30e6,,google,cpc,weight_mgmt,click,2.8,2024-10-26 09:42:35
tp_001180,anon_5863012c30e6,,google,cpc,brand,click,2.99,2024-10-27 19:13:45
tp_001181,anon_5863012c30e6,pat_000396,instagram,paid_social,weight_mgmt,signup,0.0,2024-10-30 12:08:59
tp_001182,anon_0e842c4432e3,,email,email,skin_health,click,0.19,2024-10-20 13:50:42
tp_001183,anon_0e842c4432e3,,organic,organic,mental_health,visit,0.0,2024-10-27 14:13:39
tp_001184,anon_0e842c4432e3,,google,cpc,skin_health,click,2.96,2024-10-29 16:03:23
tp_001185,anon_0e842c4432e3,pat_000397,email,email,mental_health,signup,0.0,2024-10-30 15:56:41
tp_001186,anon_38b37ce8fbcf,,instagram,paid_social,weight_mgmt,click,4.81,2024-10-26 15:52:24
tp_001187,anon_38b37ce8fbcf,pat_000398,instagram,paid_social,weight_mgmt,signup,0.0,2024-10-30 10:20:07
tp_001188,anon_5e7885a2870e,,facebook,paid_social,skin_health,click,1.81,2024-10-18 18:10:02
tp_001189,anon_5e7885a2870e,,facebook,paid_social,weight_mgmt,click,2.94,2024-10-25 08:37:44
tp_001190,anon_5e7885a2870e,pat_000399,facebook,paid_social,mental_health,signup,0.0,2024-10-30 19:11:02
tp_001191,anon_5a934f25e478,,google,cpc,skin_health,click,3.92,2024-10-18 19:47:47
tp_001192,anon_5a934f25e478,,organic,organic,skin_health,visit,0.0,2024-10-25 14:40:40
tp_001193,anon_5a934f25e478,,instagram,paid_social,skin_health,click,3.69,2024-10-29 10:30:25
tp_001194,anon_5a934f25e478,pat_000400,google,cpc,mental_health,signup,0.0,2024-10-30 18:21:41
tp_001195,anon_98bcc104adab,,google,cpc,retargeting,click,4.72,2024-10-18 13:44:07
tp_001196,anon_98bcc104adab,,instagram,paid_social,retargeting,click,2.83,2024-10-23 17:30:56
tp_001197,anon_98bcc104adab,pat_000401,google,cpc,weight_mgmt,signup,0.0,2024-10-30 18:41:14
tp_001198,anon_7c8d7ff1b651,,instagram,paid_social,retargeting,click,3.6,2024-10-25 18:43:38
tp_001199,anon_7c8d7ff1b651,pat_000402,instagram,paid_social,retargeting,signup,0.0,2024-10-30 13:44:03
tp_001200,anon_ad55a2f4eea3,,facebook,paid_social,weight_mgmt,click,2.2,2024-10-17 12:02:57
tp_001201,anon_ad55a2f4eea3,,referral,referral,mental_health,visit,0.0,2024-10-23 09:50:47
tp_001202,anon_ad55a2f4eea3,pat_000403,facebook,paid_social,weight_mgmt,signup,0.0,2024-10-30 09:50:08
tp_001203,anon_87a76d103ee9,,google,cpc,brand,click,2.72,2024-10-21 09:19:59
tp_001204,anon_87a76d103ee9,,google,cpc,skin_health,click,4.67,2024-10-24 10:58:25
tp_001205,anon_87a76d103ee9,,google,cpc,weight_mgmt,click,6.37,2024-10-25 17:40:03
tp_001206,anon_87a76d103ee9,pat_000404,google,cpc,mental_health,signup,0.0,2024-10-30 17:03:37
tp_001207,anon_63e2de57b800,,google,cpc,weight_mgmt,click,3.62,2024-10-16 17:34:22
tp_001208,anon_63e2de57b800,,instagram,paid_social,skin_health,click,2.3,2024-10-17 19:57:54
tp_001209,anon_63e2de57b800,,instagram,paid_social,mental_health,click,2.34,2024-10-21 17:30:20
tp_001210,anon_63e2de57b800,pat_000405,google,cpc,brand,signup,0.0,2024-10-30 14:59:53
tp_001211,anon_3ff70a92c132,,google,cpc,mental_health,click,5.02,2024-10-16 16:04:46
tp_001212,anon_3ff70a92c132,,instagram,paid_social,retargeting,click,4.81,2024-10-23 15:02:30
tp_001213,anon_3ff70a92c132,,google,cpc,retargeting,click,3.79,2024-10-25 08:04:02
tp_001214,anon_3ff70a92c132,pat_000406,google,cpc,retargeting,signup,0.0,2024-10-30 16:05:48
tp_001215,anon_fb57753dbee2,,google,cpc,skin_health,click,4.15,2024-10-23 13:48:03
tp_001216,anon_fb57753dbee2,,email,email,retargeting,click,0.2,2024-10-27 13:03:24
tp_001217,anon_fb57753dbee2,pat_000407,google,cpc,mental_health,signup,0.0,2024-10-30 17:05:19
tp_001218,anon_10265cce3e22,,google,cpc,brand,click,4.44,2024-10-23 16:07:35
tp_001219,anon_10265cce3e22,,facebook,paid_social,skin_health,click,4.23,2024-10-25 10:25:02
